s1,s2,temporal_dis,spatial_dis
1,2,2736432.9952777773,371.6
1,3,603357.8344444445,0.0
1,4,530416.3263888891,0.0
1,5,2894785.6458333335,0.0
1,6,166315.19722222222,0.0
1,7,6918913.370277777,0.0
1,8,10784429.74888889,0.0
1,9,2815263.0497222217,0.0
1,10,2383674.614444444,0.0
1,11,3806080.0580555554,0.0
1,12,2217046.151388889,0.0
1,13,1209690.0425,0.0
1,14,425530.7891666667,0.0
1,15,2000506.287222222,0.0
1,16,11835780.479722222,0.0
1,17,2501844.441388889,0.0
1,18,1535545.8469444446,0.0
1,19,2444920.501666666,0.0
1,20,2263787.199444444,0.0
1,21,4157482.472222222,0.0
1,22,574521.179722222,0.0
1,23,1719417.7369444445,0.0
1,24,16403545.19111111,0.0
1,25,4746331.755833334,0.0
1,26,336173.13638888893,0.0
1,27,607176.6038888891,0.0
1,28,2217046.151388889,0.0
1,29,1745293.9019444447,0.0
1,30,2749666.700277778,0.0
1,31,3180310.454166667,0.0
1,32,5928927.213333333,0.0
1,33,23150180.92166666,0.0
1,34,11447394.74138889,0.0
1,35,1659785.0433333332,0.0
1,36,1696841.5008333335,0.0
1,37,7070072.819444445,0.0
1,38,4150482.961388889,0.0
1,39,1429198.3463888885,0.0
1,40,2640545.445833333,0.0
1,41,285160.50583333336,0.0
1,42,5869570.9283333365,0.0
1,43,373761.52277777786,0.0
1,44,3944439.7738888897,0.0
1,45,857717.5838888888,0.0
1,46,1055216.6858333333,0.0
1,47,1103538.3486111113,0.0
1,48,397822.51250000007,0.0
1,49,7132101.715833333,0.0
1,50,5798187.336111113,0.0
1,51,5798187.336111113,0.0
1,52,2626257.2613888886,0.0
1,53,3553356.4925000006,0.0
1,54,3824304.08,0.0
1,55,1384251.5083333338,0.0
1,56,3045768.208055556,0.0
1,57,5299789.058333332,0.0
1,58,5606124.543888891,0.0
1,59,3516236.1883333335,0.0
1,60,6938374.545277778,0.0
1,61,397822.51250000007,0.0
1,62,13636583.966666669,0.0
1,63,3245251.9544444447,0.0
1,64,1533231.3566666665,0.0
1,65,1787817.8294444443,0.0
1,66,3123960.57861111,0.0
1,67,3820140.6000000015,0.0
1,68,9160973.021944443,0.0
1,69,3167293.840555555,0.0
1,70,1384251.5083333338,0.0
1,71,1050920.482222222,0.0
1,72,2042499.9388888883,0.0
1,73,1384251.5083333338,0.0
1,74,5798187.336111113,0.0
1,75,5798187.336111113,0.0
1,76,983731.4869444447,0.0
1,77,1314051.2538888888,0.0
1,78,7537929.987222222,0.0
1,79,10855242.944444448,0.0
1,80,397822.51250000007,0.0
1,81,1384251.5083333338,0.0
1,82,5752884.393611113,0.0
1,83,1384251.5083333338,0.0
1,84,1384251.5083333338,0.0
1,85,9610452.809444446,0.0
1,86,1735406.9191666665,0.0
1,87,8197768.958333332,0.0
1,88,6121559.536666667,0.0
1,89,8453951.052777778,0.0
1,90,5798187.336111113,0.0
1,91,5798187.336111113,0.0
1,92,19824210.83055556,0.0
1,93,1749723.1394444443,0.0
1,94,7487406.8975,0.0
1,95,7345272.807222222,0.0
1,96,5973422.471388888,0.0
1,97,5158635.842222221,0.0
1,98,9982618.944166668,0.0
1,99,5314551.140000001,0.0
1,100,5569536.708611111,0.0
1,101,4448284.066944445,0.0
1,102,16716780.602499995,0.0
1,103,16404006.4275,0.0
1,104,3942778.7544444446,0.0
1,105,10123917.91388889,0.0
1,106,2394276.408611111,0.0
1,107,5377317.597777778,0.0
1,108,20823605.745277777,0.0
1,109,13636583.966666669,0.0
1,110,15195868.96222222,0.0
1,111,2157661.8413888887,0.0
1,112,10359838.03861111,0.0
1,113,12926142.958055556,0.0
1,114,11988080.46138889,0.0
1,115,5798187.336111113,0.0
1,116,11295461.853888892,0.0
1,117,2834168.6730555557,0.0
1,118,3407511.672500001,0.0
1,119,2956562.8616666663,0.0
1,120,4595682.773888889,0.0
1,121,397822.51250000007,0.0
1,122,397822.51250000007,0.0
1,123,397822.51250000007,0.0
1,124,1080450.8069444443,0.0
1,125,309531.013888889,0.0
1,126,903282.4624999997,0.0
1,127,2091232.0594444443,0.0
1,128,9096159.05111111,0.0
1,129,9171547.616666669,0.0
1,130,3689778.193055555,0.0
1,131,5798187.336111113,0.0
1,132,1960970.5783333331,0.0
1,133,3681069.909444445,0.0
1,134,1761912.3061111113,0.0
1,135,5544771.875277778,0.0
1,136,1926170.4772222224,0.0
1,137,1933974.743055556,0.0
1,138,2901282.3097222224,0.0
1,139,19111632.99694445,0.0
1,140,6050070.118333334,0.0
1,141,397822.51250000007,0.0
1,142,397822.51250000007,0.0
1,143,3108291.1072222223,0.0
1,144,11963054.565000003,0.0
1,145,9214702.06611111,0.0
1,146,12438694.603611112,0.0
1,147,23510709.144722223,0.0
1,148,6593859.570833334,0.0
1,149,13636583.966666669,0.0
1,150,5685302.211666666,0.0
1,151,996434.4833333334,0.0
1,152,1335566.4655555557,0.0
1,153,1314642.306111111,0.0
1,154,18975833.399166673,0.0
1,155,23392113.659722216,0.0
1,156,13145914.477222223,0.0
1,157,1345274.0486111115,0.0
1,158,999838.2708333335,0.0
1,159,1384251.5083333338,0.0
1,160,715906.3719444443,0.0
1,161,831606.3733333331,0.0
1,162,19202936.178055555,0.0
1,163,4613208.1641666675,0.0
1,164,1757799.3261111113,0.0
1,165,5760245.268888887,0.0
1,166,15749228.63444445,0.0
1,167,4683311.024444445,0.0
1,168,1390129.8822222222,0.0
1,169,21249172.22888889,0.0
2,3,3019545.7847222225,0.0
2,4,5157243.758888889,338.1
2,5,813549.9750000001,0.0
2,6,2271326.4891666668,0.0
2,7,1334476.2455555554,0.0
2,8,3260786.453055556,0.0
2,9,10001171.788333334,0.0
2,10,7462055.988055556,0.0
2,11,444072.8966666668,0.0
2,12,544555.2999999999,0.0
2,13,2459279.6827777782,0.0
2,14,2732286.767222221,0.0
2,15,1184247.2980555554,0.0
2,16,3923970.904444444,0.0
2,17,569402.8322222222,0.0
2,18,1003782.0244444446,0.0
2,19,2258225.753611112,0.0
2,20,1158220.818611111,0.0
2,21,443674.0652777779,0.0
2,22,4649363.480555556,0.0
2,23,288304.4455555555,0.0
2,24,6499599.149166666,0.0
2,25,548610.5244444443,0.0
2,26,1921155.7522222223,0.0
2,27,1070407.0380555554,0.0
2,28,544555.2999999999,0.0
2,29,570852.0272222222,0.0
2,30,379718.1766666666,0.0
2,31,306951.058888889,0.0
2,32,1088699.9991666665,0.0
2,33,10813328.204166664,0.0
2,34,3453525.633888888,0.0
2,35,3229063.916944444,0.0
2,36,317041.3883333333,0.0
2,37,1360200.1419444445,0.0
2,38,380948.24777777784,0.0
2,39,852690.2183333333,0.0
2,40,665176.1633333333,0.0
2,41,2493554.883888888,0.0
2,42,1221137.448611111,0.0
2,43,1606254.969722222,0.0
2,44,540268.4391666667,0.0
2,45,1270341.943611111,0.0
2,46,2398746.3877777774,0.0
2,47,900181.5855555558,0.0
2,48,3692138.0305555556,0.0
2,49,1368918.1505555555,0.0
2,50,1011376.9458333335,0.0
2,51,1011376.9458333335,0.0
2,52,8697805.281666666,0.0
2,53,634736.1394444443,0.0
2,54,417623.4752777778,0.0
2,55,638737.8347222221,0.0
2,56,743052.628888889,0.0
2,57,1274657.6713888887,0.0
2,58,805879.2930555558,0.0
2,59,345972.18361111113,0.0
2,60,1563825.6077777785,0.0
2,61,3692138.0305555556,0.0
2,62,4810107.3375,0.0
2,63,2883794.041944444,0.0
2,64,910135.0341666667,0.0
2,65,559004.558611111,0.0
2,66,354276.5527777779,0.0
2,67,426989.5386111113,0.0
2,68,2524185.773888889,0.0
2,69,198421.83638888894,0.0
2,70,638737.8347222221,0.0
2,71,3023121.0586111103,0.0
2,72,478218.1475000002,0.0
2,73,638737.8347222221,0.0
2,74,1011376.9458333335,0.0
2,75,1011376.9458333335,0.0
2,76,898189.7433333336,0.0
2,77,2532235.8536111107,0.0
2,78,3577293.641944444,0.0
2,79,3272855.9280555546,0.0
2,80,3692138.0305555556,0.0
2,81,638737.8347222221,0.0
2,82,1108425.2494444442,0.0
2,83,638737.8347222221,0.0
2,84,638737.8347222221,0.0
2,85,2634912.4569444456,0.0
2,86,1262054.5150000006,0.0
2,87,2077368.6030555568,0.0
2,88,1090976.9519444443,0.0
2,89,2159676.0491666673,0.0
2,90,1011376.9458333335,0.0
2,91,1011376.9458333335,0.0
2,92,8482600.373055557,0.0
2,93,508993.1947222221,0.0
2,94,1841338.6094444436,0.0
2,95,1392796.901944444,0.0
2,96,1191439.546666667,0.0
2,97,971038.6680555557,0.0
2,98,2699121.0449999995,0.0
2,99,1060949.2130555555,0.0
2,100,858397.5727777777,0.0
2,101,1064581.0527777777,0.0
2,102,6663767.956111112,0.0
2,103,6500427.553888889,0.0
2,104,416608.3608333334,0.0
2,105,2864985.924722222,0.0
2,106,893540.0316666665,0.0
2,107,889471.5036111108,0.0
2,108,9177491.129999999,0.0
2,109,4810107.3375,0.0
2,110,5762392.715833332,0.0
2,111,387371.67722222226,0.0
2,112,2987279.8533333335,0.0
2,113,4365348.899444444,0.0
2,114,3879594.6733333333,0.0
2,115,1011376.9458333335,0.0
2,116,3497648.7613888895,0.0
2,117,568126.3205555556,0.0
2,118,447519.3005555555,0.0
2,119,383365.02472222224,0.0
2,120,677075.2341666669,0.0
2,121,3692138.0305555556,0.0
2,122,3692138.0305555556,0.0
2,123,3692138.0305555556,0.0
2,124,827144.8805555555,0.0
2,125,2541046.6341666663,0.0
2,126,1249095.6733333333,0.0
2,127,2135878.9274999998,0.0
2,128,2435068.599722223,0.0
2,129,2267289.979166667,0.0
2,130,370097.50722222216,0.0
2,131,1011376.9458333335,0.0
2,132,790713.8274999999,0.0
2,133,934876.5252777776,0.0
2,134,507409.6519444444,0.0
2,135,1407348.6316666666,0.0
2,136,647746.213611111,0.0
2,137,970983.1583333334,0.0
2,138,722243.8744444447,0.0
2,139,8078387.47888889,0.0
2,140,1097480.8908333336,0.0
2,141,3692138.0305555556,0.0
2,142,3692138.0305555556,0.0
2,143,8588744.480833333,0.0
2,144,3836749.001388889,0.0
2,145,2481754.736944444,0.0
2,146,4252458.381666666,0.0
2,147,11069592.800555555,0.0
2,148,1333849.4111111108,0.0
2,149,4810107.3375,0.0
2,150,1104771.5591666668,0.0
2,151,835491.2875000001,0.0
2,152,1317783.7152777782,0.0
2,153,1232671.7263888884,0.0
2,154,8108949.72888889,0.0
2,155,10958086.52722222,0.0
2,156,4443857.153055556,0.0
2,157,1764645.1249999998,0.0
2,158,642202.2622222222,0.0
2,159,638737.8347222221,0.0
2,160,2476079.885555555,0.0
2,161,3655884.0702777775,0.0
2,162,8147214.520555558,0.0
2,163,1148145.5222222223,0.0
2,164,765122.2230555555,0.0
2,165,999257.7252777775,0.0
2,166,6100284.913611111,0.0
2,167,779027.5158333333,0.0
2,168,1684958.7186111114,0.0
2,169,9516589.121388894,0.0
3,4,1072865.2230555557,0.0
3,5,2529378.0602777773,0.0
3,6,562214.4877777778,0.0
3,7,7116411.929166665,0.0
3,8,10471641.019444443,0.0
3,9,4093481.213611111,0.0
3,10,1356065.6605555555,0.0
3,11,3951390.111388888,0.0
3,12,1989611.6791666662,0.0
3,13,443949.2686111112,0.0
3,14,167477.4375,0.0
3,15,1542216.8344444446,0.0
3,16,11313404.385277778,382.4
3,17,2227369.9680555556,0.0
3,18,1163619.968611111,0.0
3,19,1528639.4822222223,0.0
3,20,1569235.4044444442,0.0
3,21,4358253.987777778,0.0
3,22,436940.9102777778,0.0
3,23,2270481.6325,0.0
3,24,15919159.296111114,0.0
3,25,5180070.944166666,0.0
3,26,728637.5363888887,0.0
3,27,1047345.6338888889,0.0
3,28,1989611.6791666662,0.0
3,29,2093523.4552777773,0.0
3,30,3032176.426944445,0.0
3,31,3264704.3269444453,0.0
3,32,5677854.464444444,0.0
3,33,22860055.675555557,0.0
3,34,11338747.266388891,0.0
3,35,498088.385,0.0
3,36,1976596.2086111116,0.0
3,37,7238012.894444445,0.0
3,38,4516873.603611111,0.0
3,39,1195218.190833333,0.0
3,40,2363261.126944444,0.0
3,41,742338.1363888887,0.0
3,42,5677794.8966666665,0.0
3,43,767664.6349999999,0.0
3,44,3736139.413333332,0.0
3,45,1269992.2522222223,0.0
3,46,690605.4174999997,0.0
3,47,1600671.190833333,0.0
3,48,406610.9319444444,0.0
3,49,7009151.770277777,0.0
3,50,5660098.622222222,0.0
3,51,5660098.622222222,0.0
3,52,1575139.2869444445,357.8
3,53,3394290.1069444446,0.0
3,54,3617379.898888888,0.0
3,55,1319197.875,0.0
3,56,2451724.7824999997,0.0
3,57,4562873.577777778,0.0
3,58,5642718.248333333,0.0
3,59,3661496.511666666,0.0
3,60,6572111.119166667,0.0
3,61,406610.9319444444,0.0
3,62,13425072.966666667,0.0
3,63,2016415.865,0.0
3,64,1744734.0305555556,0.0
3,65,2149944.901111111,0.0
3,66,3203168.2486111093,0.0
3,67,3906569.894444445,0.0
3,68,8757647.033055551,0.0
3,69,3343262.7627777774,0.0
3,70,1319197.875,0.0
3,71,580099.5877777778,0.0
3,72,2401025.897222222,0.0
3,73,1319197.875,0.0
3,74,5660098.622222222,0.0
3,75,5660098.622222222,0.0
3,76,1380163.549166667,0.0
3,77,621144.941111111,0.0
3,78,7585946.865555555,0.0
3,79,10786493.692222223,0.0
3,80,406610.9319444444,0.0
3,81,1319197.875,0.0
3,82,5327754.735833333,0.0
3,83,1319197.875,0.0
3,84,1319197.875,0.0
3,85,9327099.686111111,0.0
3,86,1383373.9552777773,0.0
3,87,7914357.221666668,0.0
3,88,5936881.592777776,0.0
3,89,8129136.657222221,0.0
3,90,5660098.622222222,0.0
3,91,5660098.622222222,0.0
3,92,19702177.05555556,0.0
3,93,2175375.017777778,0.0
3,94,7126767.026388889,0.0
3,95,7386320.7994444445,0.0
3,96,5680190.286388889,0.0
3,97,4539665.720555555,0.0
3,98,9937451.479166664,0.0
3,99,4939902.897777778,0.0
3,100,5441950.159166668,0.0
3,101,3651872.7574999994,0.0
3,102,16262029.384722222,0.0
3,103,15918928.219166666,0.0
3,104,3823160.85111111,0.0
3,105,10002391.00888889,0.0
3,106,2452785.905833333,0.0
3,107,5471118.672777778,0.0
3,108,20584125.190277774,0.0
3,109,13425072.966666667,0.0
3,110,14830646.542222224,0.0
3,111,2332414.953611111,0.0
3,112,10020770.051944442,0.0
3,113,12789072.391944444,0.0
3,114,11885109.996944442,0.0
3,115,5660098.622222222,0.0
3,116,11149857.962777779,0.0
3,117,2535893.891944444,0.0
3,118,3331839.0247222213,0.0
3,119,3027969.151111111,0.0
3,120,4588587.611111112,0.0
3,121,406610.9319444444,0.0
3,122,406610.9319444444,0.0
3,123,406610.9319444444,0.0
3,124,1024709.4374999995,0.0
3,125,296785.2072222221,0.0
3,126,898603.9008333334,0.0
3,127,1488932.2327777778,0.0
3,128,8662033.551666666,0.0
3,129,9062748.03388889,0.0
3,130,3948635.3941666665,0.0
3,131,5660098.622222222,0.0
3,132,2089573.0449999995,0.0
3,133,3154197.0611111103,0.0
3,134,2073026.274444444,0.0
3,135,4869845.270277779,0.0
3,136,1990525.437222222,0.0
3,137,1260875.7819444449,0.0
3,138,2425375.8991666664,0.0
3,139,18971629.585833333,0.0
3,140,5944340.288333332,0.0
3,141,406610.9319444444,0.0
3,142,406610.9319444444,0.0
3,143,1817642.719444444,0.0
3,144,11835967.040555552,0.0
3,145,8985971.10222222,0.0
3,146,12079538.083055552,0.0
3,147,23224810.801388897,0.0
3,148,6187480.458055556,0.0
3,149,13425072.966666667,0.0
3,150,5434751.48611111,0.0
3,151,1240808.9694444444,0.0
3,152,816952.9805555553,0.0
3,153,1622254.0666666664,0.0
3,154,18536927.689722225,0.0
3,155,23137673.134722225,0.0
3,156,12878256.223888889,0.0
3,157,614138.9313888889,0.0
3,158,1220436.3002777772,0.0
3,159,1319197.875,0.0
3,160,268513.93472222215,0.0
3,161,128169.55055555556,0.0
3,162,18996401.87527778,0.0
3,163,3768922.001388889,0.0
3,164,1459320.0538888888,0.0
3,165,5857724.476111114,0.0
3,166,15302677.318888888,0.0
3,167,4637539.282777779,0.0
3,168,660657.5977777778,0.0
3,169,21033953.998333335,0.0
4,5,5348500.67,0.0
4,6,882527.8680555557,0.0
4,7,10709441.12222222,0.0
4,8,15378100.433055554,0.0
4,9,1418947.458333333,0.0
4,10,1859040.0847222218,0.0
4,11,6769865.938333334,0.0
4,12,4444197.2422222225,0.0
4,13,2129284.0611111117,0.0
4,14,951634.0872222222,178.6
4,15,3968865.186944444,0.0
4,16,16592305.92888889,0.0
4,17,4831200.775000001,0.0
4,18,3323695.736111112,0.0
4,19,4160995.4991666675,326.8
4,20,4257718.3602777785,0.0
4,21,7109360.38861111,0.0
4,22,500203.54500000004,257.9
4,23,3816363.4088888885,0.0
4,24,21984056.30972223,0.0
4,25,7968139.387777779,0.0
4,26,1285791.6016666666,0.0
4,27,1985896.906944445,0.0
4,28,4444197.2422222225,0.0
4,29,3640520.442777778,0.0
4,30,5104169.508888888,236.8
4,31,5834519.365,0.0
4,32,9456813.320277778,0.0
4,33,29725040.102499988,0.0
4,34,16164215.75777778,0.0
4,35,2478832.810277778,0.0
4,36,3736201.9961111117,0.0
4,37,10923977.315277778,0.0
4,38,7229776.60888889,0.0
4,39,3242038.4955555564,0.0
4,40,5021671.097777778,0.0
4,41,992127.1988888892,0.0
4,42,9386769.66638889,0.0
4,43,1302961.434166667,0.0
4,44,6873257.71138889,0.0
4,45,2040387.8497222224,0.0
4,46,2108221.901111111,0.0
4,47,2569957.8911111103,0.0
4,48,567639.7838888891,0.0
4,49,10936133.853333332,0.0
4,50,9284551.693611111,0.0
4,51,9284551.693611111,0.0
4,52,1729060.7794444445,0.0
4,53,6306730.629444445,0.0
4,54,6680490.9280555565,0.0
4,55,3212116.6658333335,0.0
4,56,5477079.791111112,0.0
4,57,8458979.085277779,0.0
4,58,9040973.706944443,0.0
4,59,6291024.050277777,0.0
4,60,10672312.454444446,0.0
4,61,567639.7838888891,0.0
4,62,18780974.899166666,0.0
4,63,4946731.989722222,0.0
4,64,3341379.0158333345,0.0
4,65,3808372.9291666658,0.0
4,66,5774295.741111113,0.0
4,67,6719027.188611114,0.0
4,68,13387085.506666668,0.0
4,69,5808769.4086111095,0.0
4,70,3212116.6658333335,0.0
4,71,1850326.2875,0.0
4,72,4147448.4630555557,0.0
4,73,3212116.6658333335,0.0
4,74,9284551.693611111,0.0
4,75,9284551.693611111,0.0
4,76,2557356.652777778,429.0
4,77,2331327.145833333,0.0
4,78,11273217.003611108,0.0
4,79,15476624.662500005,0.0
4,80,567639.7838888891,0.0
4,81,3212116.6658333335,0.0
4,82,9152223.227222223,0.0
4,83,3212116.6658333335,0.0
4,84,3212116.6658333335,0.0
4,85,13969465.73805556,0.0
4,86,3576335.988333334,0.0
4,87,12229550.218055557,0.0
4,88,9673203.0125,0.0
4,89,12570102.000833333,0.0
4,90,9284551.693611111,0.0
4,91,9284551.693611111,0.0
4,92,25949042.77027778,0.0
4,93,3658405.1758333324,0.0
4,94,11372032.042222222,0.0
4,95,11199006.648055557,0.0
4,96,9486788.787222223,0.0
4,97,8349793.528055556,0.0
4,98,14433770.502777778,0.0
4,99,8602892.820833333,0.0
4,100,8953934.851111112,0.0
4,101,7331274.434444446,0.0
4,102,22347897.33333333,0.0
4,103,21984258.855555553,0.0
4,104,6897660.209166668,0.0
4,105,14624832.749166664,0.0
4,106,4690877.796666667,0.0
4,107,8742989.690833334,0.0
4,108,27088319.294999998,0.0
4,109,18780974.899166666,0.0
4,110,20571337.173611112,0.0
4,111,4504344.649999999,0.0
4,112,14839033.391666662,0.0
4,113,17923357.009999998,0.0
4,114,16836412.494999997,0.0
4,115,9284551.693611111,0.0
4,116,15982090.515277784,0.0
4,117,5254686.192222221,0.0
4,118,6072694.160000001,0.0
4,119,5453764.516388889,0.0
4,120,7661794.469722223,0.0
4,121,567639.7838888891,0.0
4,122,567639.7838888891,0.0
4,123,567639.7838888891,0.0
4,124,2706211.5200000005,0.0
4,125,965478.5986111113,0.0
4,126,2334103.6922222227,0.0
4,127,3641479.0147222215,0.0
4,128,13301169.333611112,0.0
4,129,13449298.322500002,0.0
4,130,6577925.771111114,0.0
4,131,9284551.693611111,0.0
4,132,3897879.815833334,0.0
4,133,6329828.359722222,0.0
4,134,3722693.665277778,0.0
4,135,8771175.74611111,0.0
4,136,3828013.4241666663,0.0
4,137,3852572.633333334,0.0
4,138,5300986.286111112,0.0
4,139,25131369.927777775,0.0
4,140,9521313.300833333,0.0
4,141,567639.7838888891,0.0
4,142,567639.7838888891,0.0
4,143,2483964.9358333326,0.0
4,144,16792267.501388885,0.0
4,145,13470039.070833333,0.0
4,146,17361208.703333337,0.0
4,147,30134562.63555555,0.0
4,148,10248544.330555554,0.0
4,149,18780974.899166666,0.0
4,150,9108356.395833336,0.0
4,151,2565186.6169444444,0.0
4,152,2850126.359722222,0.0
4,153,3016320.840277779,0.0
4,154,24947486.713888887,0.0
4,155,30000367.54777778,0.0
4,156,18194290.013055556,0.0
4,157,2691507.389444445,0.0
4,158,2651358.5022222227,0.0
4,159,3212116.6658333335,0.0
4,160,1502067.5266666668,0.0
4,161,1147600.7691666668,0.0
4,162,25248330.557777785,0.0
4,163,7507377.00277778,0.0
4,164,3740652.6763888886,0.0
4,165,9247063.218055556,0.0
4,166,21223267.053055562,0.0
4,167,7849564.807500001,0.0
4,168,2736549.224166667,0.0
4,169,27576967.174722224,0.0
5,6,2483263.3463888895,0.0
5,7,1621125.4916666667,0.0
5,8,2994075.689166667,0.0
5,9,11011917.627777778,0.0
5,10,6224637.903055554,0.0
5,11,449845.55444444454,0.0
5,12,153297.18722222222,0.0
5,13,1765744.7877777782,0.0
5,14,2369252.0861111116,0.0
5,15,378109.3108333333,0.0
5,16,3444090.8294444443,0.0
5,17,124886.76277777775,321.4
5,18,298464.64277777774,402.2
5,19,853995.1813888885,0.0
5,20,472836.0136111111,0.0
5,21,867438.471388889,0.0
5,22,3969484.0011111107,0.0
5,23,783936.7044444445,0.0
5,24,6126330.60861111,0.0
5,25,1059022.0949999997,0.0
5,26,2185615.9927777774,0.0
5,27,1297928.0047222218,0.0
5,28,153297.18722222222,0.0
5,29,1383436.5705555559,0.0
5,30,1036593.0783333334,0.0
5,31,567677.8488888891,0.0
