s1,s2,stat_dis
2,129,2267289.979166667
2,130,370097.50722222216
2,131,1011376.9458333335
2,132,790713.8274999999
2,133,934876.5252777776
2,134,507409.6519444444
2,135,1407348.6316666666
2,136,647746.213611111
2,137,970983.1583333334
2,138,722243.8744444447
2,139,8078387.47888889
2,140,1097480.8908333336
2,141,3692138.0305555556
2,142,3692138.0305555556
2,143,8588744.480833333
2,144,3836749.001388889
2,145,2481754.736944444
2,146,4252458.381666666
2,147,11069592.800555555
2,148,1333849.4111111108
2,149,4810107.3375
2,150,1104771.5591666668
2,151,835491.2875000001
2,152,1317783.7152777782
2,153,1232671.7263888884
2,154,8108949.72888889
2,155,10958086.52722222
2,156,4443857.153055556
2,157,1764645.1249999998
2,158,642202.2622222222
2,159,638737.8347222221
2,160,2476079.885555555
2,161,3655884.0702777775
2,162,8147214.520555558
2,163,1148145.5222222223
2,164,765122.2230555555
2,165,999257.7252777775
2,166,6100284.913611111
2,167,779027.5158333333
2,168,1684958.7186111114
2,169,9516589.121388894
3,4,1072865.2230555557
3,5,2529378.0602777773
3,6,562214.4877777778
3,7,7116411.929166665
3,8,10471641.019444443
3,9,4093481.213611111
3,10,1356065.6605555555
3,11,3951390.111388888
3,12,1989611.6791666662
3,13,443949.2686111112
3,14,167477.4375
3,15,1542216.8344444446
3,16,11313404.385277778
3,17,2227369.9680555556
3,18,1163619.968611111
3,19,1528639.4822222223
3,20,1569235.4044444442
3,21,4358253.987777778
3,22,436940.9102777778
3,23,2270481.6325
3,24,15919159.296111114
3,25,5180070.944166666
3,26,728637.5363888887
3,27,1047345.6338888889
3,28,1989611.6791666662
3,29,2093523.4552777773
3,30,3032176.426944445
3,31,3264704.3269444453
3,32,5677854.464444444
3,33,22860055.675555557
3,34,11338747.266388891
3,35,498088.385
3,36,1976596.2086111116
3,37,7238012.894444445
3,38,4516873.603611111
3,39,1195218.190833333
3,40,2363261.126944444
3,41,742338.1363888887
3,42,5677794.8966666665
3,43,767664.6349999999
3,44,3736139.413333332
3,45,1269992.2522222223
3,46,690605.4174999997
3,47,1600671.190833333
3,48,406610.9319444444
3,49,7009151.770277777
3,50,5660098.622222222
3,51,5660098.622222222
3,52,1575139.2869444445
3,53,3394290.1069444446
3,54,3617379.898888888
3,55,1319197.875
3,56,2451724.7824999997
3,57,4562873.577777778
3,58,5642718.248333333
3,59,3661496.511666666
3,60,6572111.119166667
3,61,406610.9319444444
3,62,13425072.966666667
3,63,2016415.865
3,64,1744734.0305555556
3,65,2149944.901111111
3,66,3203168.2486111093
3,67,3906569.894444445
3,68,8757647.033055551
3,69,3343262.7627777774
3,70,1319197.875
3,71,580099.5877777778
3,72,2401025.897222222
3,73,1319197.875
3,74,5660098.622222222
3,75,5660098.622222222
3,76,1380163.549166667
3,77,621144.941111111
3,78,7585946.865555555
3,79,10786493.692222223
3,80,406610.9319444444
3,81,1319197.875
3,82,5327754.735833333
3,83,1319197.875
3,84,1319197.875
3,85,9327099.686111111
3,86,1383373.9552777773
3,87,7914357.221666668
3,88,5936881.592777776
3,89,8129136.657222221
3,90,5660098.622222222
3,91,5660098.622222222
3,92,19702177.05555556
3,93,2175375.017777778
3,94,7126767.026388889
3,95,7386320.7994444445
3,96,5680190.286388889
3,97,4539665.720555555
3,98,9937451.479166664
3,99,4939902.897777778
3,100,5441950.159166668
3,101,3651872.7574999994
3,102,16262029.384722222
3,103,15918928.219166666
3,104,3823160.85111111
3,105,10002391.00888889
3,106,2452785.905833333
3,107,5471118.672777778
3,108,20584125.190277774
3,109,13425072.966666667
3,110,14830646.542222224
3,111,2332414.953611111
3,112,10020770.051944442
3,113,12789072.391944444
3,114,11885109.996944442
3,115,5660098.622222222
3,116,11149857.962777779
3,117,2535893.891944444
3,118,3331839.0247222213
3,119,3027969.151111111
3,120,4588587.611111112
3,121,406610.9319444444
3,122,406610.9319444444
3,123,406610.9319444444
3,124,1024709.4374999995
3,125,296785.2072222221
3,126,898603.9008333334
3,127,1488932.2327777778
3,128,8662033.551666666
3,129,9062748.03388889
3,130,3948635.3941666665
3,131,5660098.622222222
3,132,2089573.0449999995
3,133,3154197.0611111103
3,134,2073026.274444444
3,135,4869845.270277779
3,136,1990525.437222222
3,137,1260875.7819444449
3,138,2425375.8991666664
3,139,18971629.585833333
3,140,5944340.288333332
3,141,406610.9319444444
3,142,406610.9319444444
3,143,1817642.719444444
3,144,11835967.040555552
3,145,8985971.10222222
3,146,12079538.083055552
3,147,23224810.801388897
3,148,6187480.458055556
3,149,13425072.966666667
3,150,5434751.48611111
3,151,1240808.9694444444
3,152,816952.9805555553
3,153,1622254.0666666664
3,154,18536927.689722225
3,155,23137673.134722225
3,156,12878256.223888889
3,157,614138.9313888889
3,158,1220436.3002777772
3,159,1319197.875
3,160,268513.93472222215
3,161,128169.55055555556
3,162,18996401.87527778
3,163,3768922.001388889
3,164,1459320.0538888888
3,165,5857724.476111114
3,166,15302677.318888888
3,167,4637539.282777779
3,168,660657.5977777778
3,169,21033953.998333335
4,5,5348500.67
4,6,882527.8680555557
4,7,10709441.12222222
4,8,15378100.433055554
4,9,1418947.458333333
4,10,1859040.0847222218
4,11,6769865.938333334
4,12,4444197.2422222225
4,13,2129284.0611111117
4,14,951634.0872222222
4,15,3968865.186944444
4,16,16592305.92888889
4,17,4831200.775000001
4,18,3323695.736111112
4,19,4160995.4991666675
4,20,4257718.3602777785
4,21,7109360.38861111
4,22,500203.54500000004
4,23,3816363.4088888885
4,24,21984056.30972223
4,25,7968139.387777779
4,26,1285791.6016666666
4,27,1985896.906944445
4,28,4444197.2422222225
4,29,3640520.442777778
4,30,5104169.508888888
4,31,5834519.365
4,32,9456813.320277778
4,33,29725040.102499988
4,34,16164215.75777778
4,35,2478832.810277778
4,36,3736201.9961111117
4,37,10923977.315277778
4,38,7229776.60888889
4,39,3242038.4955555564
4,40,5021671.097777778
4,41,992127.1988888892
4,42,9386769.66638889
4,43,1302961.434166667
4,44,6873257.71138889
4,45,2040387.8497222224
4,46,2108221.901111111
4,47,2569957.8911111103
4,48,567639.7838888891
4,49,10936133.853333332
4,50,9284551.693611111
4,51,9284551.693611111
4,52,1729060.7794444445
4,53,6306730.629444445
4,54,6680490.9280555565
4,55,3212116.6658333335
4,56,5477079.791111112
4,57,8458979.085277779
4,58,9040973.706944443
4,59,6291024.050277777
4,60,10672312.454444446
4,61,567639.7838888891
4,62,18780974.899166666
4,63,4946731.989722222
4,64,3341379.0158333345
4,65,3808372.9291666658
4,66,5774295.741111113
4,67,6719027.188611114
4,68,13387085.506666668
4,69,5808769.4086111095
4,70,3212116.6658333335
4,71,1850326.2875
4,72,4147448.4630555557
4,73,3212116.6658333335
4,74,9284551.693611111
4,75,9284551.693611111
4,76,2557356.652777778
4,77,2331327.145833333
4,78,11273217.003611108
4,79,15476624.662500005
4,80,567639.7838888891
4,81,3212116.6658333335
4,82,9152223.227222223
4,83,3212116.6658333335
4,84,3212116.6658333335
4,85,13969465.73805556
4,86,3576335.988333334
4,87,12229550.218055557
4,88,9673203.0125
4,89,12570102.000833333
4,90,9284551.693611111
4,91,9284551.693611111
4,92,25949042.77027778
4,93,3658405.1758333324
4,94,11372032.042222222
4,95,11199006.648055557
4,96,9486788.787222223
4,97,8349793.528055556
4,98,14433770.502777778
4,99,8602892.820833333
4,100,8953934.851111112
4,101,7331274.434444446
4,102,22347897.33333333
4,103,21984258.855555553
4,104,6897660.209166668
4,105,14624832.749166664
4,106,4690877.796666667
4,107,8742989.690833334
4,108,27088319.294999998
4,109,18780974.899166666
4,110,20571337.173611112
4,111,4504344.649999999
4,112,14839033.391666662
4,113,17923357.009999998
4,114,16836412.494999997
4,115,9284551.693611111
4,116,15982090.515277784
4,117,5254686.192222221
4,118,6072694.160000001
4,119,5453764.516388889
4,120,7661794.469722223
4,121,567639.7838888891
4,122,567639.7838888891
4,123,567639.7838888891
4,124,2706211.5200000005
4,125,965478.5986111113
4,126,2334103.6922222227
4,127,3641479.0147222215
4,128,13301169.333611112
4,129,13449298.322500002
4,130,6577925.771111114
4,131,9284551.693611111
4,132,3897879.815833334
4,133,6329828.359722222
4,134,3722693.665277778
4,135,8771175.74611111
4,136,3828013.4241666663
4,137,3852572.633333334
4,138,5300986.286111112
4,139,25131369.927777775
4,140,9521313.300833333
4,141,567639.7838888891
4,142,567639.7838888891
4,143,2483964.9358333326
4,144,16792267.501388885
4,145,13470039.070833333
4,146,17361208.703333337
4,147,30134562.63555555
4,148,10248544.330555554
4,149,18780974.899166666
4,150,9108356.395833336
4,151,2565186.6169444444
4,152,2850126.359722222
4,153,3016320.840277779
4,154,24947486.713888887
4,155,30000367.54777778
4,156,18194290.013055556
4,157,2691507.389444445
4,158,2651358.5022222227
4,159,3212116.6658333335
4,160,1502067.5266666668
4,161,1147600.7691666668
4,162,25248330.557777785
4,163,7507377.00277778
4,164,3740652.6763888886
4,165,9247063.218055556
4,166,21223267.053055562
4,167,7849564.807500001
4,168,2736549.224166667
4,169,27576967.174722224
5,6,2483263.3463888895
5,7,1621125.4916666667
5,8,2994075.689166667
5,9,11011917.627777778
5,10,6224637.903055554
5,11,449845.55444444454
5,12,153297.18722222222
5,13,1765744.7877777782
5,14,2369252.0861111116
5,15,378109.3108333333
5,16,3444090.8294444443
5,17,124886.76277777775
5,18,298464.64277777774
5,19,853995.1813888885
5,20,472836.0136111111
5,21,867438.471388889
5,22,3969484.0011111107
5,23,783936.7044444445
5,24,6126330.60861111
5,25,1059022.0949999997
5,26,2185615.9927777774
5,27,1297928.0047222218
5,28,153297.18722222222
5,29,1383436.5705555559
5,30,1036593.0783333334
5,31,567677.8488888891
5,32,860070.7019444442
5,33,10652688.548055558
5,34,3590106.6122222226
5,35,2090601.4886111119
5,36,737511.3483333334
5,37,1760485.4691666672
5,38,902604.6055555558
5,39,490114.53666666686
5,40,353325.2383333334
5,41,2482036.127777777
5,42,798323.3680555556
5,43,2245144.8863888895
5,44,345087.4763888889
5,45,1938449.1058333335
5,46,1508449.883888889
5,47,1686547.9638888887
5,48,3530889.706666667
5,49,1547572.8327777772
5,50,836959.6219444445
5,51,836959.6219444445
5,52,7338176.8361111125
5,53,205516.63444444444
5,54,374731.6402777779
5,55,470071.7608333335
5,56,192692.97055555554
5,57,533305.1402777778
5,58,1132372.1780555556
5,59,778127.0775
5,60,1190586.6222222226
5,61,3530889.706666667
5,62,4629365.702499999
5,63,1159942.2058333333
5,64,961416.5208333334
5,65,1048839.533611111
5,66,502387.07333333325
5,67,679921.6508333334
5,68,2229987.0411111116
5,69,637260.6369444444
5,70,470071.7608333335
5,71,2288485.436944444
5,72,1110626.7958333332
5,73,470071.7608333335
5,74,836959.6219444445
5,75,836959.6219444445
5,76,1228946.6161111114
5,77,1861679.4786111112
5,78,2240438.7397222226
5,79,3401848.4319444452
5,80,3530889.706666667
5,81,470071.7608333335
5,82,647791.1111111112
5,83,470071.7608333335
5,84,470071.7608333335
5,85,2430255.7963888897
5,86,535778.3761111111
5,87,1891857.973055555
5,88,1081162.2519444446
5,89,1780857.0313888886
5,90,836959.6219444445
5,91,836959.6219444445
5,92,8615129.760277776
5,93,1229509.699722222
5,94,1310436.3677777778
5,95,1692269.9830555557
5,96,891297.908888889
5,97,587305.1419444445
5,98,2794390.541666666
5,99,665625.1347222222
5,100,1054192.4311111108
5,101,378960.0738888888
5,102,6349474.951666665
5,103,6126710.099444442
5,104,469639.43805555545
5,105,2889702.065833332
5,106,743658.008888889
5,107,1157189.4080555555
5,108,9167085.407222223
5,109,4629365.702499999
5,110,5504707.538611111
5,111,271102.94000000006
5,112,2822354.9327777773
5,113,4278640.952777778
5,114,3906466.764444445
5,115,836959.6219444445
5,116,3354022.2275
5,117,310012.5844444445
5,118,610090.2405555556
5,119,456812.2808333333
5,120,652302.2730555556
5,121,3530889.706666667
5,122,3530889.706666667
5,123,3530889.706666667
5,124,660234.1983333332
5,125,2251449.2508333335
5,126,1035161.9694444444
5,127,1045766.7786111112
5,128,2094670.9886111114
5,129,2511291.605833334
5,130,818171.8661111109
5,131,836959.6219444445
5,132,1272508.818055556
5,133,636626.264722222
5,134,1105181.675277778
5,135,815924.5422222222
5,136,1214755.0352777778
5,137,416909.35055555555
5,138,342950.2450000001
5,139,8075582.728888888
5,140,1353506.685833333
5,141,3530889.706666667
5,142,3530889.706666667
5,143,6840260.589722222
5,144,3733395.735833333
5,145,2287757.341388889
5,146,3787907.739444444
5,147,10884553.93333333
5,148,1090320.1122222221
5,149,4629365.702499999
5,150,777874.9702777776
5,151,1106272.1974999998
5,152,681538.9630555557
5,153,1493298.6602777778
5,154,7805738.2250000015
5,155,10850212.404444445
5,156,4435742.968055556
5,157,979448.4838888887
5,158,919203.4366666665
5,159,470071.7608333335
5,160,2190782.423333334
5,161,3099200.2719444446
5,162,8086731.399444444
5,163,479243.75444444444
5,164,293351.7480555555
5,165,1130759.0558333334
5,166,5733879.397499999
5,167,491439.71194444445
5,168,931551.3375000001
5,169,9414503.2325
6,7,6249051.630277777
6,8,9862500.169999998
6,9,3460223.2763888882
6,10,2363232.728888889
6,11,3285878.9213888887
6,12,1859733.9880555556
6,13,978189.6475
6,14,386845.70861111116
6,15,1566931.3444444444
6,16,10806915.736388892
6,17,2110032.2663888885
6,18,1247406.3919444443
6,19,1973573.0088888882
6,20,1840145.3
6,21,3673550.812777778
6,22,691625.1863888889
6,23,1510198.2125
6,24,15216101.912777778
6,25,4253382.859166666
6,26,173611.43972222225
6,27,353931.19888888905
6,28,1859733.9880555556
6,29,1412507.7780555557
6,30,2340072.7819444444
6,31,2676510.336388888
6,32,5253994.501666667
6,33,21757120.310555547
6,34,10524183.606944446
6,35,1358420.7644444448
6,36,1309858.0302777775
6,37,6317845.476666667
6,38,3536953.830833333
6,39,1185359.144166666
6,40,2137197.3363888883
6,41,333574.4475
6,42,5197622.751666667
6,43,318262.80500000005
6,44,3331035.5283333333
6,45,886294.8944444444
6,46,981089.4969444445
6,47,1087932.8563888888
6,48,563734.6241666668
6,49,6446062.699166667
6,50,5151495.511666667
6,51,5151495.511666667
6,52,2789323.289722223
6,53,3153160.883611111
6,54,3354044.716666667
6,55,1144119.186666666
6,56,2590889.5652777776
6,57,4626970.764999999
6,58,4912261.542777778
6,59,2976709.2877777778
6,60,6129122.730833334
6,61,563734.6241666668
6,62,12583458.53944445
6,63,2790323.376666666
6,64,1196767.913333333
6,65,1567368.8916666666
6,66,2654636.9019444445
6,67,3269979.4594444446
6,68,8216468.285833333
6,69,2773338.0222222223
6,70,1144119.186666666
6,71,905088.8066666664
6,72,1726823.1827777775
6,73,1144119.186666666
6,74,5151495.511666667
6,75,5151495.511666667
6,76,690321.7513888886
6,77,994198.0861111111
6,78,6786079.977222221
6,79,9851470.066666666
6,80,563734.6241666668
6,81,1144119.186666666
6,82,5040021.035833335
6,83,1144119.186666666
6,84,1144119.186666666
6,85,8690967.609444443
6,86,1371694.065833333
6,87,7290189.3183333315
6,88,5338109.635555556
6,89,7577605.473333335
6,90,5151495.511666667
6,91,5151495.511666667
6,92,18538406.61333333
6,93,1558024.517222222
6,94,6766001.99638889
6,95,6632443.303888889
6,96,5284371.170277777
6,97,4379885.833888888
6,98,9120711.059166662
6,99,4553645.145
6,100,4805643.02361111
6,101,3679389.0202777768
6,102,15528131.023611113
6,103,15217139.739166664
6,104,3325814.480555555
6,105,9176583.582222221
6,106,1834964.6569444444
6,107,4672649.508333333
6,108,19499835.134166658
6,109,12583458.53944445
6,110,14037004.967222221
6,111,1808819.1313888885
6,112,9491254.17972222
6,113,11951603.965833332
6,114,10958146.050833335
6,115,5151495.511666667
6,116,10395792.66777778
6,117,2281596.878055555
6,118,2971661.8141666655
6,119,2630097.4750000006
6,120,4113873.812222221
6,121,563734.6241666668
6,122,563734.6241666668
6,123,563734.6241666668
6,124,889595.3297222224
6,125,321390.0072222223
6,126,555460.3419444445
6,127,1748778.1316666664
6,128,8262925.103333332
6,129,8330187.943333335
6,130,3183570.406388889
6,131,5151495.511666667
6,132,1526453.3555555553
6,133,3070121.754444444
6,134,1490943.7494444444
6,135,4755842.205833334
6,136,1511120.1444444442
6,137,1518366.874166667
6,138,2497615.233055556
6,139,17887131.66083333
6,140,5404048.093333333
6,141,563734.6241666668
6,142,563734.6241666668
6,143,3074316.3433333333
6,144,11027471.549999997
6,145,8403566.341666667
6,146,11359565.899166664
6,147,22091902.48027778
6,148,5790654.122500001
6,149,12583458.53944445
6,150,5091401.577222222
6,151,816840.6355555556
6,152,1085065.2655555555
